SEQID	MAX	BHLHE40	ATF3	CEBPB	MAFK	FOSL2	NFE2L2	JUND
2:143430059-143430159	8.85e-09	1.005e-11	4.059e-07	7.243e-08	2.897e-10	5.075e-14	2.609e-12	3.228e-17
15:56887720-56887820	0.0006631	0.006576	1.184e-05	8.774e-05	5.523e-10	6.034e-09	2.533e-12	7.211e-11
8:85614317-85614417	4.023e-10	1.556e-10	1.566e-10	4.959e-08	1.137e-09	2.775e-13	9.096e-13	1.019e-18
6:31827378-31827478	1.821e-09	3.564e-11	0.0001213	3.384e-11	5.616e-09	9.694e-13	2.972e-08	2.933e-17
15:90863428-90863528	1.084e-10	4.725e-12	1.147e-12	3.505e-13	1.414e-10	3.168e-10	1.848e-11	6.514e-15
3:56324091-56324191	1.066e-10	1.15e-11	3.429e-11	1.211e-09	1.269e-09	6e-13	5.495e-13	1.289e-20
6:81895073-81895173	3.999e-08	1.343e-10	1.337e-07	3.457e-10	7.376e-09	3.695e-11	1.213e-11	2.365e-12
10:12649147-12649247	3.365e-10	5.096e-13	5.256e-11	1.135e-06	8.658e-15	1.4e-13	2.493e-11	1.378e-17
3:150345316-150345416	1.162e-06	2.09e-08	3.165e-09	2.91e-06	3.665e-12	1.089e-07	2.585e-11	1.649e-15
11:47767401-47767501	1.65e-05	6.219e-06	1.131e-09	0.0001934	6.196e-13	2.634e-13	1.76e-12	1.913e-16
1:183234630-183234730	2.137e-08	1.682e-10	1.081e-06	1.101e-10	2.48e-13	0.0008644	8.391e-10	0.002001
8:117980767-117980867	5.45e-10	3.794e-11	2.129e-10	4.931e-11	1.223e-12	2.27e-16	1.649e-13	3.363e-23
14:29585151-29585251	1.727e-09	2.631e-09	1.723e-10	2.746e-05	2.794e-06	3.147e-11	7.074e-10	8.487e-14
13:24120215-24120315	7.94e-07	9.515e-11	1.124e-08	5.666e-06	4.561e-11	1.886e-11	3.576e-11	4.772e-14
1:8170352-8170452	1.146e-06	1.023e-08	1.885e-10	3.473e-13	2.446e-12	8.003e-14	7.569e-11	1.489e-17
2:61017141-61017241	1.306e-10	2.848e-10	3.465e-09	2.679e-13	2.703e-14	1.074e-13	1.858e-11	2.784e-17
7:135678989-135679089	1.95e-06	1.294e-09	1.424e-09	3.362e-11	2.406e-08	0.001334	6.67e-08	0.0001616
5:41214303-41214403	5.624e-05	1.753e-08	1.768e-06	3.829e-10	5.331e-07	3.602e-12	2.046e-11	1.606e-13
18:77055690-77055790	2.256e-09	2.475e-11	1.106e-06	3.666e-10	1.207e-11	1.148e-15	9.437e-13	5.467e-18
12:50101792-50101892	6.794e-09	5.435e-09	1.2e-05	1.815e-05	1.192e-10	5.902e-10	5.075e-07	7.199e-13
X:43740881-43740981	2.57e-08	2.646e-10	1.203e-08	9.353e-11	2.118e-09	1.012e-10	1.256e-06	1.87e-11
14:73996123-73996223	5.302e-09	5.701e-10	2.85e-09	1.147e-09	9.344e-07	2.338e-08	3.289e-10	6.894e-11
5:159975545-159975645	1.016e-09	4.91e-12	2.726e-08	2.645e-11	3.458e-08	7.543e-13	2.287e-11	4.228e-12
17:50691825-50691925	1.217e-09	2.428e-10	1.065e-10	2.205e-06	4.539e-13	3.553e-10	2.843e-10	5.744e-13
14:69648952-69649052	1.165e-12	1.609e-11	2.735e-11	2.114e-09	6.031e-14	1.384e-18	2.497e-14	1.726e-23
1:234817484-234817584	8.635e-11	6.13e-13	2.389e-09	3.212e-09	3.08e-07	4.951e-09	1.691e-11	6.328e-14
8:144767668-144767768	1.246e-08	5.182e-10	2.299e-07	5.231e-13	1.211e-13	0.003038	2.598e-10	0.006105
2:200810430-200810530	1.454e-12	6.095e-14	1.799e-10	1.807e-07	2.718e-05	0.0001404	2.034e-07	3.42e-06
6:113632306-113632406	3.474e-12	5.819e-12	1.768e-06	4.168e-11	4.404e-12	8.497e-05	5.263e-09	8.673e-05
8:60061563-60061663	1.677e-05	1.843e-06	9.595e-06	4.376e-12	9.575e-10	1.362e-07	2.759e-06	1.669e-10
4:68818169-68818269	2.556e-12	5.243e-14	8.986e-08	1.83e-10	4.013e-12	3.29e-08	2.272e-11	2.74e-12
18:58446222-58446322	1.646e-09	2.7e-11	2.832e-08	2.707e-10	8.006e-15	3.299e-14	8.102e-12	7.499e-19
2:64938020-64938120	3.491e-09	4.034e-07	1.789e-08	5.219e-12	2.415e-12	2.667e-12	1.306e-11	4.407e-18
12:23771423-23771523	8.271e-11	4.99e-12	9.485e-09	7.599e-07	9.493e-12	1.605e-12	1.43e-10	9.957e-17
2:238063611-238063711	1.988e-10	6.1e-11	3.91e-09	3.531e-16	2.579e-15	6.806e-15	5.773e-12	3.358e-19
10:6141335-6141435	8.832e-08	3.11e-09	1.609e-08	7.968e-10	4.339e-10	5.271e-05	3.711e-07	2.996e-05
3:111732382-111732482	9.061e-09	2.735e-12	4.166e-08	9.222e-09	1.283e-10	1.848e-10	8.153e-09	2.317e-11
8:85973413-85973513	2.084e-09	1.1e-10	6.821e-07	1.371e-10	3.732e-12	2.45e-11	3.726e-10	9.875e-17
9:35180077-35180177	2.889e-07	5.417e-09	4.034e-07	6.901e-08	2.121e-12	4.904e-05	4.122e-10	3.36e-05
9:130873109-130873209	1.834e-08	6.767e-12	2.885e-12	2.256e-09	2.399e-10	2.581e-13	3.252e-13	2.341e-17
9:14320362-14320462	1.402e-07	4.089e-11	1.374e-08	0.0001249	1.052e-06	1.629e-08	1.974e-11	4.378e-13
2:229273816-229273916	1.31e-10	7.846e-11	1.245e-06	5.335e-08	3.085e-11	2.319e-14	3.952e-10	6.913e-17
7:140174410-140174510	2.971e-08	5.889e-10	8.846e-09	3.093e-05	1.194e-09	1.995e-15	9.265e-14	2.599e-17
3:191307448-191307548	9.811e-13	3.371e-13	3.1e-10	1.15e-12	1.909e-12	9.013e-14	3.238e-07	2.928e-16
1:196584866-196584966	1.183e-09	4.101e-12	1.374e-11	1.025e-10	1.925e-12	3.69e-17	5.706e-15	5.187e-21
13:44274554-44274654	8.948e-09	1.94e-11	0.0005492	4.28e-10	1.163e-06	5.131e-07	2.125e-10	2.558e-09
18:23311811-23311911	9.706e-12	6.844e-14	6.139e-10	2.705e-14	1.149e-13	2.303e-10	3.8e-12	2.166e-12
1:225413188-225413288	0.0001124	0.001368	2.693e-09	5.808e-09	4.306e-14	4.503e-15	1.835e-10	2.517e-18
20:5173047-5173147	3.308e-06	4.779e-10	1.659e-08	7.348e-09	7.227e-13	2.858e-13	9.092e-11	2.387e-17
16:70299491-70299591	5.592e-08	1.534e-07	4.67e-07	9.873e-05	2.752e-09	2.455e-13	5.416e-13	9.273e-16
12:105026086-105026186	9.264e-12	5.27e-13	1.414e-09	9.64e-10	1.378e-11	2.768e-10	1.613e-10	1.573e-16
11:72779111-72779211	8.742e-10	5.353e-12	4.371e-10	2.152e-08	5.453e-13	5.99e-13	3.879e-13	8.401e-18
6:52565023-52565123	4.289e-10	5.98e-11	2.393e-10	1.58e-12	4.3e-09	1.368e-11	1.453e-11	1.239e-17
6:134752642-134752742	2.251e-08	2.023e-06	2.469e-09	0.0002669	1.378e-10	7.552e-11	2.411e-13	1.219e-17
2:75865247-75865347	6.369e-10	5.709e-11	6.895e-11	1.952e-08	6.053e-14	6.627e-15	5.623e-13	3.383e-22
17:17236337-17236437	2.806e-10	7.496e-12	1.065e-07	3.509e-09	1.588e-07	1.333e-13	5.217e-13	8.167e-18
12:22544519-22544619	4.056e-07	1.899e-11	2.193e-07	1.355e-10	1.119e-10	1.763e-16	5.022e-14	1.797e-23
19:38976456-38976556	2.339e-09	3.706e-12	1.822e-07	5.19e-06	1.605e-14	5.529e-08	1.662e-07	6.158e-09
12:105352980-105353080	5.49e-08	9.714e-11	1.861e-11	7.139e-08	5.411e-06	1.306e-12	1.351e-12	1.347e-17
2:54571042-54571142	1.101e-09	1.202e-09	4.583e-07	1.12e-08	4.122e-10	8.155e-11	2.656e-12	2.63e-11
4:138053955-138054055	1.525e-08	3.42e-10	1.14e-05	1.851e-09	1.726e-09	1.142e-10	3.598e-09	1.839e-12
14:61538835-61538935	2.027e-10	1.943e-12	1.022e-08	1.999e-07	7.067e-11	6.475e-15	2.162e-12	5.082e-19
9:117487934-117488034	2.608e-07	1.331e-10	1.883e-07	2.444e-08	2.572e-11	2.954e-12	2.985e-11	1.018e-15
X:106038822-106038922	8.987e-11	1.238e-13	2.04e-10	1.655e-09	4.887e-09	1.216e-11	2.805e-12	8.367e-16
18:33803040-33803140	1.771e-08	1.192e-09	1.382e-10	3.327e-08	3.959e-11	1.001e-14	6.547e-09	2.079e-18
10:18312928-18313028	6.878e-07	1.021e-11	1.828e-08	3.786e-09	2.742e-10	3.452e-13	9.626e-13	1.524e-17
9:27540362-27540462	3.115e-07	4.157e-09	7.49e-09	2.891e-07	2.617e-08	8.509e-05	1.472e-07	0.0003293
12:14775587-14775687	1.198e-07	2.522e-09	3.745e-07	0.0001869	7.704e-12	1.181e-11	3.589e-11	2.646e-16
19:41595416-41595516	7.671e-10	7.02e-11	1.783e-05	1.164e-09	7.893e-09	1.242e-05	1.393e-12	6.203e-12
9:71763185-71763285	1.907e-11	2.209e-11	1.247e-08	1.805e-09	2.085e-11	0.0001721	1.783e-08	9.117e-05
4:51836686-51836786	3.009e-08	1.257e-10	1.903e-09	1.894e-09	3.837e-07	8.327e-14	1.349e-12	4.191e-16
2:219249805-219249905	6.144e-07	3.313e-09	0.0001662	1.114e-08	6.255e-12	1.774e-12	3.194e-10	3.669e-18
8:100444044-100444144	4.884e-11	6.078e-11	1.14e-05	7.41e-09	9.69e-10	2.408e-13	8.272e-12	5.417e-16
7:47514049-47514149	2.441e-09	1.338e-09	2.205e-06	5.925e-07	5.892e-12	0.003607	2.651e-09	0.0009598
1:6582525-6582625	8.191e-09	4.382e-11	8.246e-10	1.443e-10	2.708e-12	6.217e-11	3.274e-09	1.474e-12
6:36566665-36566765	5.298e-09	2.2e-10	8.812e-10	4.399e-15	7.743e-21	8.481e-13	2.035e-16	1.983e-15
7:36651605-36651705	1.097e-08	5.642e-10	4.311e-08	4.24e-12	7.418e-08	1.749e-10	1.087e-10	5.256e-11
1:3219403-3219503	2.135e-09	7.21e-11	4.522e-11	2.297e-13	2.348e-11	5.002e-16	1.135e-06	1.311e-18
6:19559111-19559211	3.986e-09	6.151e-10	1.83e-09	3.167e-10	6.196e-10	1.013e-09	1.552e-07	5.454e-12
6:107459552-107459652	6.433e-11	6.819e-10	1.893e-10	2.279e-11	4.782e-15	6.414e-14	8.091e-14	8.276e-21
20:10856461-10856561	3.17e-08	9.597e-12	8.81e-10	2.639e-12	6.664e-06	2.519e-11	2.55e-10	6.29e-17
20:38346409-38346509	8.471e-11	6.277e-12	1.074e-10	1.407e-11	1.114e-10	6.836e-11	6.603e-12	1.832e-17
X:139982962-139983062	2.656e-10	7.874e-11	6.337e-11	1.699e-07	3.838e-09	6.416e-15	2.841e-12	6.435e-18
1:215643886-215643986	2.477e-09	1.903e-12	1.934e-06	1.655e-08	3.99e-09	2.351e-06	7.922e-09	5.081e-09
15:74013516-74013616	9.418e-10	1.636e-11	1.942e-08	8.479e-05	2.902e-13	6.399e-12	6.903e-08	7.037e-17
1:52703321-52703421	9.755e-06	9.417e-07	4.627e-08	4.479e-08	2.491e-13	5.344e-15	3.704e-13	6.332e-18
16:56212258-56212358	8.481e-10	1.164e-11	2.873e-07	1.131e-06	2.447e-13	6.776e-10	1.655e-10	7.822e-17
11:60658602-60658702	1.949e-09	1.159e-11	2.196e-07	1.447e-06	4.696e-10	7.071e-08	1.59e-09	6.272e-11
17:49260774-49260874	1.949e-09	1.159e-11	2.196e-07	1.447e-06	4.696e-10	7.071e-08	1.59e-09	6.272e-11
1:26695486-26695586	1.734e-10	5.321e-09	1.092e-12	1.632e-10	1.224e-16	4.141e-15	1.374e-13	1.411e-19
14:76962014-76962114	7.173e-09	3.67e-10	4.098e-10	3.319e-10	1.756e-10	1.621e-10	1.095e-11	1.825e-15
12:45233083-45233183	9.765e-09	4.344e-09	2.308e-07	1.098e-10	5.017e-10	0.001838	2.868e-10	0.00338
10:79444250-79444350	1.237e-09	4.209e-12	1.243e-09	3.951e-13	2.587e-10	2.512e-13	4.727e-12	1.623e-15
2:134933232-134933332	1.436e-09	1.25e-09	2.355e-10	4.099e-11	2.003e-12	8.501e-05	2.356e-11	8.153e-05
13:98483284-98483384	1.656e-07	1.313e-05	2.396e-07	2.625e-11	8.596e-07	4.01e-05	5.695e-06	5.42e-05
20:20549849-20549949	1.368e-06	6.389e-07	1.081e-06	1.215e-07	2.224e-12	0.003883	1.43e-09	0.005285
2:229642515-229642615	4.998e-05	9.349e-09	1.471e-09	8.99e-11	4.81e-10	0.001809	2.815e-11	1.642e-16
1:41045860-41045960	3.272e-11	5.93e-10	7.892e-10	6.121e-10	8.76e-11	2.816e-12	9.462e-12	7.644e-18
7:122304733-122304833	2.022e-10	4.555e-11	8.999e-10	7.841e-05	6.9e-11	4.679e-11	8.855e-14	4.821e-13
11:134034092-134034192	6.603e-12	3.546e-12	0.0001811	8.689e-09	7.625e-09	2.722e-13	3.863e-12	8.546e-17
10:50852039-50852139	6.531e-08	1.37e-09	2.141e-08	4.014e-09	1.994e-11	2.18e-08	7.569e-11	2.104e-12
5:78294706-78294806	2.786e-08	2.812e-09	2.091e-10	1.401e-12	1.102e-13	2.594e-12	1.267e-12	1.835e-22
18:62782160-62782260	2.1e-07	2.256e-08	7.957e-10	1.329e-05	2.138e-09	2.705e-09	6.026e-07	6.262e-10
7:30121726-30121826	1.93e-08	1.03e-10	2.829e-08	2.806e-07	8.182e-09	6.554e-15	2.766e-10	2.269e-18
1:223233670-223233770	8.279e-10	3.197e-09	1.153e-07	8.081e-14	1.3e-10	0.0009284	4.189e-11	0.003187
8:127215412-127215512	3.6e-12	3.783e-12	1.155e-07	4.338e-12	3.269e-05	0.0006642	0.0008718	0.0004153
6:29216650-29216750	4.586e-09	3.802e-09	6.864e-07	2.031e-10	1.08e-05	9.721e-11	1.763e-08	1.87e-11
1:43201386-43201486	3.077e-08	3.907e-10	4.135e-10	9.365e-10	6.652e-13	3.899e-19	1.837e-10	7.297e-24
9:87786591-87786691	0.002305	1.567e-06	1.831e-08	4.786e-05	7.404e-12	1.502e-12	3.045e-11	4.5e-12
3:102125436-102125536	9.275e-10	1.088e-10	3.863e-10	4.49e-10	8.663e-11	5.54e-11	7.591e-12	8.199e-16
17:32127521-32127621	1.994e-08	3.76e-11	2.204e-06	2.356e-13	3.587e-16	2.479e-08	1.731e-10	3.321e-10
7:100545110-100545210	4.016e-09	3.955e-10	9.072e-11	4.217e-07	6.831e-14	3.915e-13	9.528e-10	4.5e-12
10:110919122-110919222	6.046e-11	7.738e-12	0.0003346	2.547e-11	1.107e-07	4.713e-10	4.471e-10	1.743e-16
3:194976067-194976167	3.972e-10	2.355e-12	1.335e-09	2.845e-09	3.009e-10	2.75e-12	6.133e-12	2.837e-17
1:79658404-79658504	1.415e-05	4.017e-07	4.569e-10	4.713e-12	1.279e-11	5.851e-11	4.365e-10	7.513e-13
15:63109626-63109726	3.796e-09	2.535e-10	7.578e-09	1.482e-10	2.19e-11	1.201e-14	2.744e-12	1.528e-16
6:153002790-153002890	1.534e-09	1.545e-10	9.952e-12	1.434e-10	2.203e-15	1.114e-16	9.561e-11	3.322e-21
22:38107939-38108039	3.236e-11	1.934e-08	2.359e-12	7.209e-13	1.972e-14	1.741e-13	1.543e-12	2.012e-17
13:110221762-110221862	5.109e-07	1.235e-10	1.16e-08	1.616e-07	1.536e-06	1.457e-11	1.801e-11	4.005e-15
9:32573122-32573222	3.345e-08	9.049e-10	2.04e-05	7.634e-06	7.96e-13	5.183e-14	7.991e-13	5.303e-21
3:188001212-188001312	4.782e-08	4.043e-11	5.028e-11	2.238e-08	1.545e-10	1.728e-10	2.741e-11	2.317e-11
16:53091098-53091198	1.375e-09	4.503e-12	1.411e-09	3.171e-09	8.753e-13	5.941e-11	3.317e-11	1.217e-16
5:148739134-148739234	1.262e-09	1.069e-11	6.594e-10	8.706e-11	3.119e-12	1.46e-07	1.299e-10	1.343e-11
2:46394887-46394987	2.432e-08	1.277e-09	3.762e-10	4.481e-05	1.801e-10	1.177e-14	1.232e-13	1.045e-18
5:102222984-102223084	9.118e-09	4.234e-11	1.9e-11	9.514e-05	1.19e-11	5.037e-10	2.043e-05	2.94e-12
1:100351595-100351695	1.867e-10	2.056e-11	6.067e-13	5.339e-13	2.468e-11	3.59e-07	3.369e-09	2.941e-11
8:97030463-97030563	1.725e-07	2.392e-07	1.489e-08	1.648e-07	1.054e-10	3.091e-11	1.549e-11	9.985e-16
17:1111367-1111467	1.939e-09	3.718e-09	1.151e-07	1.029e-11	2.524e-12	0.003634	1.81e-06	0.001356
12:50025494-50025594	3.397e-06	4.738e-08	2.277e-05	2.208e-11	5.379e-12	4.488e-12	1.127e-12	9.934e-17
8:27583825-27583925	0.001812	7.458e-07	2.832e-11	1.517e-11	1.133e-05	3.307e-08	1.766e-10	4.578e-11
5:77030304-77030404	3.659e-09	3.007e-07	2.052e-09	1.41e-13	2.753e-10	2.845e-16	4.798e-12	1.728e-21
2:68653742-68653842	1.864e-08	3.242e-09	1.08e-06	8.508e-10	1.621e-13	0.005133	5.592e-09	0.003538
2:102065947-102066047	1.689e-06	2.598e-08	7.214e-10	9.498e-14	1.57e-14	7.709e-11	7.377e-13	3.733e-16
7:96322199-96322299	0.0008524	0.0008318	1.955e-08	9.477e-13	3.204e-13	4.717e-10	6.758e-11	1.121e-16
14:49868384-49868484	1.409e-07	1.969e-09	1.683e-07	7.317e-07	2.814e-14	4.107e-11	6.658e-09	6.032e-17
1:89836987-89837087	4.585e-08	4.052e-11	5.641e-12	3.469e-09	1.821e-09	1.089e-11	1.257e-10	1.616e-16
7:21617189-21617289	1.393e-10	3.719e-11	2.038e-06	4.806e-08	1.076e-07	0.002898	8.955e-11	0.003496
6:11803346-11803446	2.383e-10	2.304e-12	2.1e-07	6.515e-10	3.904e-12	3.438e-11	3.337e-09	9.399e-13
1:224733540-224733640	1.106e-10	6.296e-12	1.593e-10	1.02e-07	7.361e-09	1.299e-07	3.015e-09	4.63e-06
3:44870523-44870623	0.001154	0.00471	9.472e-09	5.219e-11	1.341e-12	1.601e-15	5.371e-13	2.052e-18
2:205972166-205972266	1.387e-11	2.757e-14	2.355e-12	7.966e-12	1.257e-11	5.481e-15	3.988e-13	6.236e-18
17:65463316-65463416	4.133e-12	2.47e-11	2.16e-12	8.463e-16	6.712e-09	9.258e-16	4.331e-14	6.884e-19
5:94241311-94241411	5.936e-09	3.874e-10	7.745e-06	6.776e-11	0.0002594	5.127e-10	1.543e-08	2.603e-13
2:54666913-54667013	1.642e-11	1.326e-10	2.575e-10	9.996e-10	6.584e-10	2.534e-13	5.061e-10	1.033e-17
6:52560625-52560725	6.661e-09	8.672e-12	1.401e-07	2.539e-09	1.657e-12	0.0006547	5.285e-08	0.0001258
11:126268833-126268933	2.958e-07	6.118e-08	1.797e-05	1.926e-11	1.739e-13	3.001e-13	4.255e-12	7.584e-19
11:119764500-119764600	2.645e-10	7.512e-10	1.193e-06	4.776e-09	4.015e-11	8.051e-12	5.241e-12	1.58e-16
16:85253774-85253874	1.177e-11	2.608e-13	4.535e-12	2.179e-15	5.399e-14	8.756e-17	1.804e-14	1.462e-22
10:131477886-131477986	4.911e-10	1.194e-10	1.074e-08	5.396e-11	5.375e-12	2.913e-08	3.918e-10	6.917e-10
12:109197567-109197667	6.603e-08	1.606e-09	1.729e-09	3.347e-13	8.615e-12	4.078e-12	1.23e-11	2.416e-16
22:26483802-26483902	2.739e-07	9.9e-08	0.002489	1.355e-09	6.471e-13	2.21e-15	5.248e-12	1.127e-17
9:128678032-128678132	3.972e-16	1.894e-15	9.327e-15	2.912e-18	6.471e-13	2.732e-17	5.248e-12	5.081e-25
3:160869981-160870081	1.364e-06	8.311e-07	2.265e-09	2.019e-05	4.562e-10	7.168e-08	4.17e-12	1.449e-12
2:88128046-88128146	2.559e-10	5.767e-13	1.547e-11	2.927e-11	2.185e-07	5.087e-12	5.823e-12	1.614e-18
3:123798722-123798822	8.55e-08	1.779e-12	4.129e-09	1.639e-05	6.469e-08	1.627e-07	2.188e-09	1.563e-12
8:26701577-26701677	7.476e-10	4.09e-13	2.197e-11	3.811e-10	1.114e-20	8.042e-18	3.252e-15	1.866e-23
12:57153576-57153676	9.333e-11	3.051e-10	9.23e-10	3.293e-11	1.864e-09	4.341e-13	1.728e-10	2.324e-18
9:34652105-34652205	1.99e-09	1.821e-11	3.039e-10	1.306e-12	3.404e-17	9.676e-10	4.648e-12	1.311e-16
5:10302014-10302114	0.0007682	2.963e-07	3.076e-09	2.764e-07	8.573e-15	3.499e-15	3.374e-13	2.571e-19
15:101199894-101199994	5.055e-08	1.465e-08	1.184e-07	3.684e-11	3.126e-06	0.0013	2.275e-10	0.000463
3:20043588-20043688	6.969e-10	2.165e-11	1.919e-12	1.619e-09	1.736e-13	3.171e-08	1.24e-12	6.116e-12
1:145691316-145691416	4.506e-09	1.231e-11	1.216e-06	1.487e-05	1.216e-11	8.228e-13	1.896e-10	7.655e-14
11:114040950-114041050	1.672e-08	1.125e-05	2.303e-07	2.688e-06	1.786e-13	1.128e-13	6.905e-13	3.433e-16
22:37608590-37608690	8.689e-06	2.948e-09	9.446e-10	3.873e-13	1.571e-12	1.836e-14	5.698e-12	9.39e-20
1:183699950-183700050	1.425e-08	2.4e-11	1.628e-06	1.127e-09	7.834e-06	3.897e-12	6.638e-10	1.16e-15
15:70101553-70101653	5.424e-10	4.492e-10	1.153e-08	5.341e-09	9.508e-07	1.103e-11	2.819e-10	5.496e-14
16:11640593-11640693	7.403e-09	9.675e-11	0.0001665	1.059e-10	0.001539	0.0006642	0.002371	0.0004153
16:11748694-11748794	4.136e-11	9.461e-13	1.075e-09	4.919e-11	1.528e-07	2.405e-11	2.594e-11	5.045e-13
5:173657172-173657272	4.136e-11	9.461e-13	1.075e-09	4.919e-11	1.528e-07	2.405e-11	2.594e-11	5.045e-13
16:87779291-87779391	4.551e-09	1.709e-10	3.031e-09	5.263e-06	1.312e-13	3.514e-10	5.443e-11	8.514e-17
11:118605527-118605627	3.219e-11	1.837e-11	8.002e-13	1.808e-12	4.376e-13	1.113e-10	4.914e-11	2.128e-15
7:100602200-100602300	1.96e-11	1.768e-11	3.358e-10	3.152e-14	7.598e-11	4.022e-14	2.424e-14	4.654e-16
8:18972346-18972446	1.898e-07	4.307e-09	1.043e-08	3.492e-08	1.559e-11	6.168e-10	2.766e-08	5.793e-15
9:78540090-78540190	5.082e-10	2.876e-11	8.459e-10	3.523e-08	1.328e-10	3.687e-13	5.224e-11	2.542e-17
10:13987592-13987692	2.702e-09	3.905e-10	1.369e-07	1.313e-10	7.814e-09	0.00502	2.988e-08	0.006871
9:84371802-84371902	7.45e-10	4.032e-11	3.119e-11	4.682e-06	3.35e-11	4.9e-10	6.573e-13	9.771e-13
17:16217069-16217169	2.17e-09	7.898e-10	1.82e-08	2.413e-12	2.458e-15	4.593e-16	2.153e-11	5.875e-22
8:96591337-96591437	3.015e-08	1.103e-08	1.038e-06	1.047e-07	1.888e-12	1.206e-13	6.111e-11	1.02e-17
10:114556786-114556886	9.793e-08	1.499e-10	1.778e-05	3.762e-11	3.77e-13	2.958e-10	6.753e-10	2.325e-15
21:28257488-28257588	3.536e-07	6.036e-09	2.177e-08	6.412e-06	1.932e-11	1.607e-12	3.866e-11	8.891e-17
1:53146428-53146528	7.388e-09	6.742e-12	8.25e-07	1.341e-09	2.28e-10	9.015e-09	1.436e-10	6.33e-11
8:55946150-55946250	1.804e-06	8.553e-07	4.408e-07	1.499e-11	3.807e-11	1.9e-13	4.019e-09	4.903e-17
7:99677758-99677858	6.911e-08	1.815e-07	1.685e-06	1.087e-09	1.209e-11	3.532e-15	2.837e-11	2.345e-17
6:105792018-105792118	2.284e-11	6.858e-11	2.139e-08	3.671e-07	5.898e-07	8.278e-12	1.641e-11	8.801e-17
1:89871271-89871371	8.212e-11	1.069e-11	1.782e-06	2.405e-10	9.126e-09	9.157e-07	1.517e-08	8.775e-07
6:69732171-69732271	8.212e-11	1.069e-11	1.782e-06	2.405e-10	9.126e-09	9.157e-07	1.517e-08	8.775e-07
21:43884058-43884158	3.294e-06	6.493e-10	2.479e-06	1.885e-10	7.243e-09	0.00699	1.962e-07	0.007365
1:147273817-147273917	2.568e-08	9.15e-11	1.924e-06	1.435e-08	1.41e-06	0.004464	6.457e-05	0.003947
22:29555487-29555587	2.783e-10	7.143e-12	5.094e-12	9.788e-06	9.79e-11	3.511e-10	1.292e-14	1.671e-17
20:17680467-17680567	6.538e-07	9.873e-09	1.798e-05	3.748e-06	7.02e-14	5.468e-11	2.285e-11	8.683e-13
1:235067931-235068031	4.834e-07	6.974e-09	3.634e-08	5.795e-09	2.951e-11	1.553e-11	8.164e-11	1.339e-15
8:143970142-143970242	2.062e-08	1.769e-07	0.0005198	2.001e-09	1.875e-10	8.519e-11	4.11e-12	1.29e-15
4:143411846-143411946	1.18e-08	3.492e-11	2.214e-06	8.067e-10	4.584e-10	0.005839	1.532e-07	0.003729
4:13866447-13866547	4.599e-10	5.835e-11	1.16e-07	1.957e-09	2.381e-12	1.481e-06	4.165e-10	1.842e-09
9:89662387-89662487	5.959e-05	7.438e-08	2.265e-07	0.0007739	5.067e-10	8.177e-14	7.692e-13	6.774e-22
19:6675008-6675108	1.53e-08	4.185e-10	1.297e-08	1.001e-12	0.004437	0.0005423	0.0004241	0.001867
15:66611353-66611453	5.667e-09	8.728e-11	4.312e-07	2.24e-07	1.626e-12	7.968e-11	7.897e-09	2.627e-16
8:104180630-104180730	2.078e-11	6.731e-13	1.068e-05	1.522e-08	3.997e-12	0.002663	1.711e-10	0.003508
5:32233807-32233907	1.487e-07	2.117e-12	7.265e-12	1.018e-06	2.761e-10	1.151e-13	8.162e-11	1.924e-17
10:92101424-92101524	2.215e-11	3.757e-12	1.61e-08	7.829e-12	6.177e-05	0.003288	0.0003616	0.002451
5:71418215-71418315	2.591e-12	3.436e-13	2.2e-05	9.275e-09	6.543e-11	2.724e-16	4.474e-11	1.174e-18
7:112453730-112453830	3.832e-07	2.929e-09	1.961e-09	3.15e-05	8.827e-08	1.15e-11	4.479e-09	2.432e-14
6:108971461-108971561	8.734e-13	2.183e-13	3.31e-06	7.864e-09	3.595e-13	2.78e-13	8.698e-10	1.464e-17
9:99259446-99259546	1.169e-06	8.044e-07	3.824e-09	2.974e-09	1.973e-12	2.106e-12	2.374e-12	1.373e-16
3:185045800-185045900	2.609e-08	1.547e-11	1.151e-07	1.693e-09	1.439e-08	0.002012	1.926e-10	0.0004805
14:89458855-89458955	2.609e-08	1.899e-17	1.344e-13	1.693e-09	1.439e-08	0.002012	1.926e-10	0.0004805
12:14403611-14403711	1.449e-09	2.513e-10	6.469e-11	2.808e-07	1.079e-06	5.038e-11	1.39e-10	8.858e-13
3:188185750-188185850	5.184e-08	4.42e-11	1.685e-10	4.658e-09	6.471e-10	8.031e-08	2.496e-09	1.643e-11
11:63974434-63974534	2.531e-09	1.161e-08	1.763e-10	2.756e-13	2.425e-13	1.695e-15	2.668e-13	6.391e-22
15:90836423-90836523	1.007e-08	1.632e-10	1.079e-06	5.031e-07	1.056e-09	0.006699	4.634e-08	0.00672
9:104324275-104324375	1.1e-11	4.059e-09	1.364e-15	8.769e-17	1.056e-09	8.284e-18	4.634e-08	1.104e-23
4:113406658-113406758	1.042e-11	7.136e-13	5.058e-10	1.018e-06	1.009e-11	1.057e-08	1.003e-08	3.819e-11
21:14877847-14877947	1.067e-10	2.461e-11	1.15e-07	5.993e-07	8.12e-11	1.599e-05	4.04e-07	6.482e-09
